activity_slug,activity_name,venue_id,venue_name,area,address,latitude,longitude,price_min_aed,price_max_aed,cost_per_person_min_aed,cost_per_person_max_aed,pricing_basis,price_note,indoor,min_people,max_people,duration_min_minutes,duration_max_minutes,opening_hours,description,website_url,booking_url,maps_url,current_image_url,source_url,price_verified_at,last_verified_at,verified,active,women_only,court_count,amenities,cover_image_url,image_2_url,image_3_url,image_source_url,image_credit,image_rights_status,image_notes,publish_status,admin_notes
beach,Beach,c90a2a32-0df1-42d9-8bd5-6ddd8d258a3c,Kite Beach,Jumeirah,,,,0,0,0,0,free entry,Public beach; entry is free. Paid activities/food are extra.,false,1,,,,{},Public Dubai beach.,https://www.visitdubai.com/en/places-to-visit/kite-beach,,,,https://www.visitdubai.com/en/places-to-visit/kite-beach,2026-08-17T10:30:55.336979+00:00,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
water-sports,Water Sports,d93fe650-8edc-40f9-8b74-567eba6b5115,Kite N Surf — Nessnass Beach,Nessnass Beach,,,,90,125,90,125,per person/board,SUP rental AED 90/hour; lesson + rental AED 125/hour.,false,1,1,60,60,{},Stand-up paddleboard rentals and lessons.,https://kitensurf.ae/locations/kite-n-surf-nessnass-beach/,https://kitensurf.ae/locations/kite-n-surf-nessnass-beach/,,,https://kitensurf.ae/locations/kite-n-surf-nessnass-beach/,2026-08-17T10:30:55.336979+00:00,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
water-sports,Water Sports,45b2e856-2b40-4714-af15-e3dc739ac244,Kite N Surf — Palm Jumeirah,Palm Jumeirah,,,,90,125,,,per board/kayak per hour,SUP AED 90/hour; single kayak AED 90/hour; double kayak AED 125/hour.,false,1,2,60,60,{},SUP and kayak rentals with equipment and briefing.,https://kitensurf.ae/locations/kite-n-surf-palm-jumeirah/,https://kitensurf.ae/locations/kite-n-surf-palm-jumeirah/,,,https://kitensurf.ae/locations/kite-n-surf-palm-jumeirah/,2026-08-17T10:30:55.336979+00:00,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
arcade-games,Arcade Games,e303f655-d3e1-4c3e-a6eb-73c06be68f69,Magic Planet — Mall of the Emirates,Al Barsha,"Mall of the Emirates, Al Barsha, Dubai",,,,,,,points/packages,Pay-to-play points and packages; check current package pricing.,true,1,8,,,{},Large indoor arcade and family entertainment venue.,https://www.magicplanetmena.com/en-ae,https://www.magicplanetmena.com/en-ae,,,https://www.magicplanetmena.com/en-ae,,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
padel,Padel,b38d7221-9a9b-4110-b125-8353e5761d9c,Matcha Club Al Quoz,Al Quoz,"20 8 St, Al Quoz, Dubai",,,400,400,100,100,per court; 90 min,AED 400 for a single 90-minute session (AED 100 per player for four players).,false,2,4,90,90,{},Premium nature-inspired padel courts at Matcha Club in Al Quoz.,https://matcha-club.com/padel/,https://matcha-club.com/padel/,,,https://matcha-club.com/padel/,2026-08-17T08:11:21.866441+00:00,2026-08-17T08:11:21.866441+00:00,true,true,false,,"[""cafe"",""coaching""]",,,,,,,,published,
theme-parks-attractions,Theme Parks / Attractions,3cc35dbd-ae08-4e7b-bbfa-5072a97b7dfb,Motiongate Dubai,Dubai Parks and Resorts,,,,330,330,330,330,per person from,Individual day ticket starts at AED 330; multi-park ticket options also available.,false,1,,240,480,{},Hollywood-inspired theme park at Dubai Parks and Resorts.,https://www.visitdubai.com/en/places-to-visit/motiongate-park-dubai,https://www.visitdubai.com/en/places-to-visit/motiongate-park-dubai,,,https://www.visitdubai.com/en/places-to-visit/motiongate-park-dubai,2026-08-17T10:30:55.336979+00:00,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
indoor-climbing,Indoor Climbing,82343782-9c69-4d42-be6f-9729a9475f8c,Mountain Extreme,Al Quoz,"Al Quoz 3, Dubai",,,125,125,125,125,per person all-day pass,All-day pass AED 125 plus VAT.,true,1,,60,600,{},"Dubai indoor climbing gym with bouldering, top rope and auto belays.",https://www.mtnextreme.com/,https://www.mtnextreme.com/book-now,,,https://www.mtnextreme.com/book-now,2026-08-17T10:30:55.336979+00:00,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
theme-parks-attractions,Theme Parks / Attractions,322fbebc-af55-4e05-8c6e-03ccf967c433,Museum of Illusions Dubai,Al Seef,,,,90,90,90,90,per person,General admission from AED 90.,true,1,,60,90,{},Interactive optical-illusion attraction in Al Seef.,https://museumofillusions.ae/,https://museumofillusions.ae/,,,https://experiences.visitdubai.com/category/1260,2026-08-17T10:30:55.336979+00:00,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
museums-galleries,Museums / Galleries,ee82bc0f-fcd2-453b-a79c-efeee20e41a9,Museum of the Future,Trade Centre / Emirates Towers,"Sheikh Zayed Road, Dubai",,,169,169,169,169,per person,General admission from AED 169. Current 2026 family promotion may include one child under 12 free per paying adult through 15 Sep 2026.,true,1,,120,180,{},"Immersive museum focused on science, technology and possible futures.",https://www.visitdubai.com/en/places-to-visit/museum-of-the-future,https://experiences.visitdubai.com/museum-of-the-future-get-your-tickets,,,https://experiences.visitdubai.com/museum-of-the-future-get-your-tickets,2026-08-17T10:30:55.336979+00:00,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
picnic-park,Picnic / Park,9ec33067-86d0-483a-9a3b-42f894bddc5f,Mushrif National Park,Mushrif,,,,,,,,check park entry,Check current vehicle/person entry fee and activity charges.,false,1,,60,360,{},"Large park with picnic areas, trails and family activities.",https://www.visitdubai.com/en/places-to-visit/mushrif-national-park,,,,https://www.visitdubai.com/en/places-to-visit/mushrif-national-park,,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
cycling,Cycling,8594e408-37c4-4ac0-9455-fd70d588eaa4,Nad Al Sheba Cycle Park,Nad Al Sheba,,,,0,0,0,0,free track access,Public cycling park; bring/rent a bike separately.,false,1,,30,180,{},Dedicated cycling track with route options and city views.,https://www.visitdubai.com/en/places-to-visit/nad-al-sheba-cycle-park,,,,https://www.visitdubai.com/en/places-to-visit/nad-al-sheba-cycle-park,2026-08-17T10:30:55.336979+00:00,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
beach,Beach,552716e4-53b1-4116-bf7f-5e38b638148b,Nessnass Beach,Jumeirah,,,,0,0,0,0,free entry,Public beach; entry is free. Paid activities/food are extra.,false,1,,,,{},Public Dubai beach.,https://www.visitdubai.com/en/places-to-visit/jumeirah-nessnass-beach,,,,https://www.visitdubai.com/en/places-to-visit/jumeirah-nessnass-beach,2026-08-17T10:30:55.336979+00:00,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
coffee-cafe,Coffee / Café,cfc280f1-4471-47da-a6e4-148abe31f086,Nightjar Coffee Roasters,Al Quoz,"Alserkal Avenue, Al Quoz, Dubai",,,,,,,menu pricing,Menu pricing varies; check current menu.,true,1,8,30,120,{},Specialty coffee roaster and café in Alserkal Avenue.,https://www.visitdubai.com/en/restaurants/nightjar-coffee-roasters,,,,https://www.visitdubai.com/en/restaurants/nightjar-coffee-roasters,,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
escape-rooms,Escape Rooms,5c79f1f3-2539-4bf9-8c3b-e1336b9b09e5,NoWayOut — City Walk,City Walk,"Shop B12-00-01, City Walk Mall, Al Wasl, Dubai",,,128,168,128,168,per person,Rooms generally start from AED 128–168 per player depending on game.,true,2,6,60,60,{},"Escape rooms including Houdini, The Castle and Psycho.",https://www.nowayout.ae/rooms/,https://www.nowayout.ae/rooms/,,,https://www.nowayout.ae/rooms/,2026-08-17T10:30:55.336979+00:00,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
escape-rooms,Escape Rooms,b1e2249f-4fab-478c-81be-41b553b25286,NoWayOut — JLT,JLT,"Cluster M, HDS Business Center, Shop 05, JLT, Dubai",,,120,168,120,168,per person,Rooms generally start from AED 120–168 per player depending on game.,true,2,8,60,60,{},"Escape rooms including Maniac, Da Vinci, Vault and more.",https://www.nowayout.ae/rooms/,https://www.nowayout.ae/rooms/,,,https://www.nowayout.ae/rooms/,2026-08-17T10:30:55.336979+00:00,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
desert-activities,Desert Activities,2c1aac82-5f62-4c82-b2c2-3603bca4446d,OceanAir — Al Marmoom Heritage Evening Safari,Al Marmoom,,,,595,595,595,595,per person,Shared heritage evening safari from AED 595 per person.,false,1,6,360,360,{},"Vintage G-Class desert tour, Bedouin village and three-course dinner.",https://experiences.visitdubai.com/productDetail/24000,https://experiences.visitdubai.com/productDetail/24000,,,https://experiences.visitdubai.com/productDetail/24000,2026-08-17T10:30:55.336979+00:00,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
coffee-cafe,Coffee / Café,a6de888e-0f17-4b82-8deb-8e9606ea01ba,Orijins,DIFC,"Gate Village 8, DIFC, Dubai",,,,,,,menu pricing,Menu pricing varies; check current menu.,true,1,8,30,120,{},Minimalist specialty café in DIFC Gate Village.,https://www.orijins.com/,https://www.orijins.com/,,,https://www.orijins.com/,,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
padel,Padel,14286c55-7b07-4f5a-8691-1903f3854167,Oxygen Padel Club,Al Quoz,"Al Quoz 4, Dubai",,,220,450,55,112.5,per court; 60/90 min; per-person estimate assumes 4 players,Court rates vary by time: AED 220–360 for 60 min and AED 360–450 for 90 min.,true,2,4,60,90,"{""daily"":""07:00-01:00""}","Seven panoramic courts with smart-court technology, café, spa/recovery facilities, valet parking and match recording.",https://oxygenclub.ae/,https://oxygenclub.ae/,,,https://oxygenclub.ae/,2026-08-17T08:11:21.866441+00:00,2026-08-17T08:11:21.866441+00:00,true,true,false,7,"[""smart courts"",""match recording"",""cafe"",""spa"",""valet parking"",""car wash""]",,,,,,,,published,
padel,Padel,a2805a58-7001-48b6-a64f-2637c24cdac6,Padel Pro Al Quoz,Al Quoz,"Warehouse SO1, Al Marabea St., Al Quoz Industrial Area 2, Dubai",,,400,400,100,100,per court; 90 min; per-person estimate assumes 4 players,AED 400 full-court booking for a 90-minute indoor match.,true,2,4,90,90,"{""daily"":""06:00-00:00""}","Four panoramic indoor courts with pro shop, café, lounge, changing facilities and free parking.",https://padelpro.ae/,https://padelpro.ae/court-booking/,,,https://padelpro.ae/indoor-prices/,2026-08-17T08:11:21.866441+00:00,2026-08-17T08:11:21.866441+00:00,true,true,false,4,"[""indoor"",""cafe"",""pro shop"",""changing facilities"",""free parking""]",,,,,,,,published,
padel,Padel,37fabf1b-a9e4-41b3-bbe9-11bba1688226,Padel Pro One Central,One Central / DWTC,"Parking 1, The Trade Centre Apartments Block C, One Central, DWTC, Dubai",,,360,360,90,90,per court; 90 min; per-person estimate assumes 4 players,AED 360 full-court booking for a 90-minute outdoor match.,false,2,4,90,90,"{""daily"":""06:00-00:00""}","Five panoramic outdoor courts with pro shop, café, lounge, changing facilities, outdoor gym and free parking.",https://padelpro.ae/,https://padelpro.ae/court-booking/,,,https://padelpro.ae/outdoor-prices/,2026-08-17T08:11:21.866441+00:00,2026-08-17T08:11:21.866441+00:00,true,true,false,5,"[""outdoor"",""cafe"",""pro shop"",""changing facilities"",""outdoor gym"",""free parking""]",,,,,,,,published,
restaurants-food,Restaurants / Food,9ceebe7c-779a-4769-99c7-05be45992d7d,Ravi Restaurant,Al Satwa,,,,,,,,menu pricing,Affordable à-la-carte menu; check current dish prices.,true,1,10,45,120,{},Legendary Pakistani restaurant in Satwa.,https://www.visitdubai.com/en/restaurants/ravi-restaurant,,,,https://www.visitdubai.com/en/restaurants/ravi-restaurant,,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
cinema,Cinema,ec47c9f3-bbfb-4c7c-918f-8618a47a2283,Reel Cinemas — Dubai Mall,Downtown Dubai,,,,,,,,per ticket; varies,Ticket price varies by movie and experience.,true,1,8,90,180,{},"Cinema at Dubai Mall with Standard, Dolby, ScreenX and premium formats.",https://reelcinemas.com/en-ae/locations/thedubaimall/,https://reelcinemas.com/en-ae/locations/thedubaimall/,,,https://reelcinemas.com/en-ae/locations/thedubaimall/,,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
cinema,Cinema,12d72cf0-ad14-4feb-8d9b-963598d67945,Reel Cinemas — Dubai Marina Mall,Dubai Marina,,,,,,,,per ticket; varies,Ticket price varies by movie and experience.,true,1,8,90,180,{},Reel Cinemas location at Dubai Marina Mall.,https://reelcinemas.com/en-ae/,https://reelcinemas.com/en-ae/,,,https://uae.reelcinemas.com/en-ae/experiences/reel-standard/,,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
restaurants-food,Restaurants / Food,bc1ee697-b3ab-4bb8-bff0-508249e77c53,Reif Japanese Kushiyaki,Jumeirah,,,,,,,,menu pricing,À-la-carte Japanese menu; check current prices.,true,1,8,60,120,{},Homegrown Japanese kushiyaki and casual dining concept.,https://www.visitdubai.com/en/restaurants/reif-japanese-kushiyaki,,,,https://www.visitdubai.com/en/restaurants/reif-japanese-kushiyaki,,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
swimming-pool-day,Swimming / Pool Day,833c8ba1-21a3-4eac-8055-dbcac0252399,RIVA Beach Club,Palm Jumeirah,"The Shoreline Palm, Building 8, Palm Jumeirah, Dubai",,,99,150,99,150,per adult day entry,Adult entry AED 99 Mon–Fri (includes AED 89 F&B credit); AED 150 weekends (includes AED 125 F&B credit).,false,1,,120,600,{},Pool and private beach day on Palm Jumeirah.,https://riva-beach.com/,https://riva-beach.com/,,,https://riva-beach.com/promotions.html,2026-08-17T10:30:55.336979+00:00,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
cinema,Cinema,6c7ca07f-de3c-4e7b-875c-ccafdd47241d,ROXY Cinemas — Dubai Hills Mall,Dubai Hills,,,,,,,,per ticket; varies,Ticket price varies by movie and seating class.,true,1,8,90,180,{},Premium cinema with ROXY Xtreme and multiple seating classes.,https://www.theroxycinemas.com/en/Dubai%20Hills,https://www.theroxycinemas.com/en/Dubai%20Hills,,,https://www.theroxycinemas.com/en/about-us,,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
picnic-park,Picnic / Park,8584e119-94b1-45ec-a9fb-1021a1522f57,Safa Park,Al Safa,,,,,,,,check park entry,Check current park entry fee.,false,1,,60,300,{},Central green park near Dubai Water Canal.,https://www.visitdubai.com/en/places-to-visit/safa-park,,,,https://www.visitdubai.com/en/places-to-visit/safa-park,,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
padel,Padel,1dc60b9a-1d63-4804-b247-37e6b5d0b98f,Sanddune Padel Club,Al Quoz,"Al Quoz Industrial Area 3, Dubai",,,300,,75,,per court; starting price; per-person estimate assumes 4 players,Court booking from AED 300 depending on availability and timing; weekday morning promotion advertised at AED 75 per person.,true,2,4,,,{},Indoor club with five climate-controlled courts plus coaching and recovery facilities.,https://www.sanddune.ae/,https://www.sanddune.ae/,,,https://www.sanddune.ae/,2026-08-17T08:11:21.866441+00:00,2026-08-17T08:11:21.866441+00:00,true,true,false,5,"[""indoor"",""air conditioned"",""coaching"",""sauna"",""ice bath""]",,,,,,,,published,
beach,Beach,eb91b1e6-78b2-4218-9ce1-84a05ae661a9,Sunset Beach,Jumeirah,,,,0,0,0,0,free entry,Public beach; entry is free. Paid activities/food are extra.,false,1,,,,{},Public Dubai beach.,https://www.visitdubai.com/places-to-visit/sunset-beach,,,,https://www.visitdubai.com/places-to-visit/sunset-beach,2026-08-17T10:30:55.336979+00:00,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
beach,Beach,a8e5d49c-1e7e-40b9-b46d-5c5a0588d98b,"The Beach, JBR",JBR,,,,0,0,0,0,free entry,Public beach; entry is free. Paid activities/food are extra.,false,1,,,,{},Public Dubai beach.,https://www.visitdubai.com/en/places-to-visit/beach-jbr,,,,https://www.visitdubai.com/en/places-to-visit/beach-jbr,2026-08-17T10:30:55.336979+00:00,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
billiards-pool,Billiards / Pool,b724b8e2-cd2b-403d-96b6-a5f1c5d4ae1c,Thunderdome Billiard,International City,,,,30,35,,,per table per hour,Standard billiards around AED 30/hour and snooker AED 35/hour; check current rate.,true,1,4,60,60,{},Billiards and snooker venue.,https://thunderdomebilliard.com/,https://thunderdomebilliard.com/,,,https://thunderdomebilliard.com/,2026-08-17T10:30:55.336979+00:00,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
golf-driving-range,Golf / Driving Range,c8a721ad-1d43-493f-a3b2-433b5e0c0083,Topgolf Dubai,Emirates Hills,,,,99,260,,,per bay per hour,Bay pricing ranges from AED 99 to AED 260 per hour depending on day/time. Up to 6 people per bay; AED 20 membership required for new players.,true,1,6,60,180,{},Technology-enabled driving range and social golf venue.,https://topgolf.ae/dubai/play/pricing/,https://topgolf.ae/dubai/visit/,,,https://topgolf.ae/dubai/play/pricing/,2026-08-17T10:30:55.336979+00:00,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
trampoline-parks,Trampoline Parks,36ed6d0a-3d04-49f8-9d4e-e10d714168ff,Trampo Extreme — Palm Jumeirah Mall,Palm Jumeirah,,,,90,90,90,90,per person/hour,Trampoline JUMP entry AED 90/hour at venue; online rate may be lower.,true,1,,60,120,{},"Trampoline court, foam pit, dodgeball, basketball and obstacle course.",https://trampo-uae.com/nakheel-mall-venue/,https://trampo-uae.com/nakheel-mall-venue/,,,https://trampo-uae.com/nakheel-mall-venue/,2026-08-17T10:30:55.336979+00:00,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
arcade-games,Arcade Games,a92b21b6-3285-4204-9308-ef126b148947,Trampo Extreme Arcade — Palm Jumeirah Mall,Palm Jumeirah,,,,10,10,10,10,per game from,Arcade games start from AED 10 per game using a TAP & PLAY card.,true,1,4,,,{},Arcade games alongside trampoline and play attractions.,https://trampo-uae.com/nakheel-mall-venue/,https://trampo-uae.com/nakheel-mall-venue/,,,https://trampo-uae.com/nakheel-mall-venue/,2026-08-17T10:30:55.336979+00:00,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
padel,Padel,bbef2761-2c4f-41c9-b92b-e92d37192f40,Viya Padel — Dusit Thani Dubai,DIFC / Trade Centre,"Dusit Thani Dubai, Sheikh Zayed Road, Dubai",,,75,95,75,95,per person; 90 min,Viya guest pay-and-play rate: AED 75 per person off-peak or AED 95 per person peak for 90 minutes; confirm location-specific availability in Viya.,,1,4,90,90,"{""daily"":""07:00-23:00""}",Central Viya Padel location at Dusit Thani Dubai.,https://www.dubaigolf.com/viya-padel/our-locations/dusit-thani-dubai/,https://www.dubaigolf.com/viya-padel/pay-play/,,,https://www.dubaigolf.com/viya-padel/pay-play/,2026-08-17T08:11:21.866441+00:00,2026-08-17T08:11:21.866441+00:00,true,true,false,,"[""central location"",""coaching""]",,,,,,,,published,
padel,Padel,6ee5b663-2388-4109-9963-884a93e7de79,Viya Padel — Emirates Golf Club,Emirates Golf Club,"Emirates Golf Club, Dubai",,,75,95,75,95,per person; 90 min,Guest 90-minute pay-and-play: AED 75 per person off-peak or AED 95 per person peak.,,1,4,90,90,"{""daily"":""07:00-23:00""}","Viya Padel location at Emirates Golf Club with coaching, programmes and pay-and-play.",https://www.dubaigolf.com/viya-padel/our-locations/emirates-golf-club/,https://www.dubaigolf.com/viya-padel/pay-play/,,,https://www.dubaigolf.com/viya-padel/pay-play/,2026-08-17T08:11:21.866441+00:00,2026-08-17T08:11:21.866441+00:00,true,true,false,,"[""coaching"",""pay and play""]",,,,,,,,published,
padel,Padel,a958a93e-6040-4f82-9bd4-22c4a31c2e1c,Viya Padel — Jumeirah Golf Estates,Jumeirah Golf Estates,"Jumeirah Golf Estates, Dubai",,,75,95,75,95,per person; 90 min,Guest 90-minute pay-and-play: AED 75 per person off-peak or AED 95 per person peak.,,1,4,90,90,"{""daily"":""07:00-22:00""}","Four padel courts at Jumeirah Golf Estates with pay-and-play, coaching and programmes.",https://www.dubaigolf.com/viya-padel/our-locations/jumeirah-golf-estates/,https://www.dubaigolf.com/viya-padel/pay-play/,,,https://www.dubaigolf.com/viya-padel/pay-play/,2026-08-17T08:11:21.866441+00:00,2026-08-17T08:11:21.866441+00:00,true,true,false,4,"[""coaching"",""pay and play""]",,,,,,,,published,
cinema,Cinema,1781b73f-9459-4209-81b8-4d60e3c1b57e,VOX Cinemas — Mall of the Emirates,Al Barsha,"Mall of the Emirates, Al Barsha 1, Dubai",,,,,,,per ticket; varies,"Ticket price varies by movie, date and cinema experience.",true,1,8,90,180,{},24-screen cinema complex with multiple premium experiences.,https://uae.voxcinemas.com/cinemas/mall-of-the-emirates,https://uae.voxcinemas.com/cinemas/mall-of-the-emirates,,,https://uae.voxcinemas.com/cinemas/mall-of-the-emirates,,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
bowling,Bowling,7cdbfedb-43b6-4009-91a6-60a3eb70a0d5,Wavehouse — Atlantis The Palm,Palm Jumeirah,,,,370,370,,,per lane per hour,Bowling lanes from AED 370 per hour; offers may vary by day.,true,1,6,60,60,{},"Bowling, arcade and dining at Atlantis The Palm.",https://www.atlantis.com/dubai/atlantis-the-palm/dining/wavehouse,https://www.atlantis.com/dubai/atlantis-the-palm/dining/wavehouse,,,https://www.atlantis.com/dubai/atlantis-the-palm/dining/wavehouse,2026-08-17T10:30:55.336979+00:00,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
arcade-games,Arcade Games,fb5aeccd-f736-456c-a9b9-759d96c203af,Wavehouse Arcade — Atlantis The Palm,Palm Jumeirah,,,,,,,,credits/packages,70+ arcade games over two levels; packages/credits vary.,true,1,8,,,{},Two-level arcade with more than 70 games.,https://www.atlantis.com/dubai/atlantis-the-palm/dining/wavehouse,https://www.atlantis.com/dubai/atlantis-the-palm/dining/wavehouse,,,https://www.atlantis.com/dubai/atlantis-the-palm/dining/wavehouse,,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
water-sports,Water Sports,3ec5ef46-72f8-4d26-b8dd-2e67bd526042,Wavehouse Surf’s Up,Palm Jumeirah,,,,475,475,,,per hour,Wave Rider surfing/bodyboarding AED 475 per hour.,true,1,6,60,60,{},Indoor/outdoor-style continuous wave rider at Atlantis The Palm.,https://www.atlantis.com/dubai/atlantis-the-palm/dining/wavehouse,https://www.atlantis.com/dubai/atlantis-the-palm/dining/wavehouse,,,https://www.atlantis.com/dubai/atlantis-the-palm/dining/wavehouse,2026-08-17T10:30:55.336979+00:00,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
coffee-cafe,Coffee / Café,abe3b874-a339-4271-a5ba-72e29a9e0fd0,XVA Café,Al Fahidi,,,,,,,,menu pricing,Menu pricing varies; check current menu.,true,1,8,30,120,{},Courtyard café inside XVA Art Hotel in historic Al Fahidi.,https://www.xvahotel.com/cafe/,https://www.xvahotel.com/cafe/,,,https://www.visitdubai.com/en/articles/dubais-hipster-cafes,,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
picnic-park,Picnic / Park,f9bee1a8-85c4-41c2-9b94-f4c40010e4c8,Zabeel Park,Zabeel,,,,,,,,check park entry,Park access may have a small municipality entry fee; check current gate price.,false,1,,60,300,{},"Large green park with picnic, barbecue and activity areas.",https://www.visitdubai.com/en/places-to-visit/zabeel-park,,,,https://www.visitdubai.com/en/places-to-visit/zabeel-park,,2026-08-17T10:30:55.336979+00:00,true,true,false,,[],,,,,,,,published,
